7091434	29123368	0.771
7091434	22310223	0.676
7091557	6942858	0.966
7091557	26040190	0.748
7093068	8649247	0.616
7094637	24108518	1.879
7100953	25955527	3.64
7100953	17921717	3.191
7100953	25426091	3.463
7100953	4871118	3.316
7100953	7422884	3.463
7100953	23912025	3.239
7100953	23512093	3.463
7100953	6495442	3.396
7100953	22544734	3.417
7100953	28281041	3.463
7100953	2093597	3.463
7100953	6189233	3.463
7100953	19653680	3.191
7100953	15200359	3.343
7100953	21562304	3.316
7100953	15263378	3.239
7100953	11253346	3.191
7100953	13566558	3.239
7100953	18861749	2.993
7100953	15786855	2.993
7100953	8792746	2.805
7100953	25443319	3.16
7100953	16691056	3.239
7100953	22395476	2.805
7100953	15672764	2.993
7100953	4101343	2.993
7100953	503780	2.993
7100953	31283503	3.084
7100953	27491744	2.993
7100953	8648198	2.893
7100953	18916216	3.16
7100953	1928405	3.16
7100953	2922871	3.239
7100953	3620219	3.16
7100953	15815342	2.532
7100953	10304701	2.893
7100953	28491618	2.993
7100953	4805358	2.893
7100953	10801618	2.611
7100953	2467930	2.893
7100953	3174853	2.893
7100953	15390714	2.805
7100953	13611748	2.993
7100953	5795982	2.893
7100953	3411084	3.084
7100953	21443009	2.805
7100953	9845930	2.805
7100953	801591	2.893
7100953	11637771	2.532
7100953	4424533	2.704
7100953	21268762	2.893
7100953	5668386	2.532
7100953	6303156	2.704
7100953	6238276	2.805
7100953	595101	2.611
7100953	9773692	2.532
7100953	4725284	2.464
7100953	22477076	2.704
7100953	16845562	2.611
7100953	31354432	2.464
7100953	716030	2.611
7100953	11159560	2.704
7100953	26862247	2.532
7100953	31182928	2.704
7100953	3332019	2.704
7100953	30423508	2.611
7100953	2323879	2.611
7100953	658382	2.611
7100953	28938678	2.805
7100953	22458174	2.464
7100953	9201212	2.464
7100953	13553643	2.464
7100953	18307532	2.241
7100953	8048661	2.241
7100953	9787650	2.532
7100953	2485273	2.241
7100953	17739598	2.464
7100953	2680215	2.389
7100953	29452479	2.464
7100953	19529468	2.197
7100953	16573484	2.704
7100953	16157118	2.532
7100953	1877506	2.241
7100953	19624307	2.305
7100953	1003000	2.389
7100953	19735748	2.464
7100953	19032650	2.305
7100953	2425359	2.197
7100953	13301816	2.241
7100953	14938850	2.197
7100953	29276079	2.241
7100953	2222461	2.197
7100953	25795873	2.611
7100953	25790182	2.197
7100953	19790110	2.197
7100953	13249340	2.149
7100953	2582819	2.055
7100953	266238	2.149
7100953	4754880	2.003
7100953	18859177	2.389
7100953	2144362	2.389
7100953	20799806	2.197
7100953	24776599	2.003
7100953	3343499	2.149
7100953	18398944	2.305
7100953	14138794	2.241
7100953	9947884	2.197
7100953	25753262	2.611
7100953	16573237	2.109
7100953	22571770	2.197
7100953	20339872	2.305
7100953	18477298	2.109
7100953	19363074	2.197
7100953	7442537	2.055
7100953	11943753	2.464
7100953	986425	2.109
7100953	4847503	2.241
7100953	28547108	2.149
7100953	6430642	2.241
7100953	4727403	2.149
7100953	7642770	2.149
7100953	7350619	2.149
7100953	24330100	2.055
7100953	14485470	2.197
7100953	3927437	2.532
7100953	3786136	2.464
7105785	14409527	0.748
7105785	17739598	0.748
7105785	1164273	0.723
7105785	8351482	0.79
7105785	5896595	0.771
7105785	25521772	0.723
7105785	7350619	0.748
7105785	1928173	0.701
7105785	11632168	0.701
7105785	7270218	0.701
7105785	2199475	0.676
7105785	24026663	0.771
7105785	25240092	0.748
7105785	18672063	0.723
7105785	19049031	0.701
7105785	30854773	0.748
7105785	4244895	0.676
7105785	21956772	0.676
7105785	2467930	0.653
7105785	22149094	0.653
7105785	19790110	0.597
7105785	2107078	0.633
7105785	160123	0.633
7105785	9773692	0.653
7105785	15815342	0.616
7105785	3411084	0.653
7105785	7422884	0.676
7105785	14139083	0.653
7105785	21562304	0.616
7105785	1928405	0.653
7105785	11628509	0.653
7105785	2729675	0.633
7105785	448585	0.616
7105785	11066617	0.616
7105785	31283503	0.748
7105785	25795873	0.576
7105785	22448648	0.597
7105785	19048922	0.676
7105785	4910318	0.633
7105785	4805358	0.576
7105785	2582819	0.597
7105785	503780	0.633
7105785	6430642	0.701
7105785	2093597	0.616
7105785	18916216	0.676
7105785	6303156	0.576
7105785	2922871	0.616
7105785	11637771	0.633
7105785	128479	0.56
7105785	17516531	0.616
7105785	9845930	0.576
7105785	21268762	0.549
7105785	17912993	0.549
7105785	9138321	0.537
7105785	11085656	0.633
7105785	18861749	0.616
7105785	877521	0.537
7105785	10801618	0.549
7105785	1081054	0.576
7105785	22477076	0.597
7105785	8648198	0.653
7105785	21443009	0.537
7105785	476997	0.616
7105785	11159560	0.549
7105785	28762117	0.501
7105785	25753262	0.549
7105785	25443319	0.576
7105785	16845562	0.549
7105785	15672764	0.597
7105785	2485273	0.549
7105785	14138794	0.616
7105785	15390714	0.576
7105785	18836206	0.537
7105785	12620735	0.537
7105785	28182817	0.537
7105785	15786855	0.501
7105785	20329080	0.549
7105785	19033919	0.56
7105785	13611748	0.56
7105785	19032650	0.527
7105785	29985982	0.56
7105785	4424533	0.549
7105785	29452479	0.616
7105785	26862247	0.56
7105785	2726610	0.56
7105785	6189233	0.549
7105785	27491744	0.549
7105785	5012960	0.56
7105785	13301816	0.56
7105785	4871118	0.549
7105785	18849300	0.537
7105785	8792746	0.537
7105785	498161	0.676
7105785	21409978	0.514
7105785	17928145	0.549
7105785	28491618	0.616
7105785	28033812	0.56
7105785	10109718	0.537
7105785	3160206	0.56
7105785	31354432	0.616
7105785	19182676	0.576
7105785	22722698	0.576
7105785	3927437	0.514
7105785	31092245	0.56
7105785	31182928	0.56
7105785	30423508	0.56
7105785	12459125	0.501
7105785	7702013	0.527
7105785	15275016	0.56
7105785	24817966	0.576
7105785	18235314	0.514
7105785	15367712	0.549
7105785	23023957	0.527
